whenever,每当
whose,谁
widely,广泛
animal,动物
application,应用
apply,申请
author,作者
aware,意识到的
brown,棕色的
budget,预算
cheap,便宜的
city,城市
complicated,复杂的
county,县
deep,深的
depth,深度
discount,折扣
display,展示
educational,教育性的
environmental,环境的
estate,财产
file,文件
flow,流动
forget,忘记
foundation,基础
global,全球的
grandmother,祖母
ground,地面
heart,心
hit,打
legal,合法的
lesson,课
minute,分钟
near,靠近
objective,客观的
officer,官
perspective,看法
phase,阶段
photo,照片
recently,最近
recipe,食谱
recommend,推荐
reference,参考
register,登记
relevant,相关的
rely,依靠
secure,安全的
seriously,严重地
shoot,射击
sky,天空
stage,阶段
stick,戳
studio,工作室
thin,薄的
title,标题
topic,话题
touch,触碰
trouble,麻烦
vary,各不相同
accurate,准确的
advanced,先进的
bowl,碗
bridge,桥
campaign,活动
cancel,取消
capable,有能力的
character,特点
chemical,化学
club,俱乐部
collection,收藏
cool,凉爽的
cry,哭
dangerous,危险的
depression,沮丧
dump,倾倒
edge,边缘
evidence,证据
extreme,极端
fan,扇子
frequently,频繁地
fully,完全
generate,产生
imagination,想像力
letter,信
lock,锁
maximum,最大限度
mostly,大多
myself,我
naturally,自然
nearly,几乎
novel,小说
obtain,获得
occasionally,偶尔
option,选项
organized,有组织的
pack,盒
park,公园
passion,热情
percentage,百分比
plenty,足够
push,推
quarter,四分之一
resource,资源
select,选择
setting,环境
skin,皮肤
sort,种类
weight,重量
accept,接受
ad,广告
agency,机构
baby,婴儿
background,背景
carefully,小心
carry,携带
clearly,清楚地
college,大学
communicate,交流
complain,抱怨
conflict,冲突
connection,联系
criticism,批评
debt,债务
depend,依赖
description,描述
die,死
dish,盘子
dramatic,戏剧性
eat,吃
efficient,高效的
enter,进入
essentially,本质上
exact,精确的
factor,因素
fair,公平的
fill,充满
fine,美好的
formal,正式的
forward,向前
fruit,水果
glass,玻璃
happen,发生
indicate,表明
joint,联合的
jump,跳
kick,踢
master,掌握
memory,记忆
muscle,肌肉
opposite,对面的
pass,经过
patience,耐心
pitch,沥青
possibly,可能
powerful,强大的
red,红色的
remote,偏僻的
secretary,秘书
slightly,轻微地
solution,解决方案
somewhat,有些
strength,力量
suggest,建议
survive,存活
total,全部的
traffic,交通
treat,对待
trip,旅行
vast,广阔的
vegetable,蔬菜
abuse,虐待
administration,行政
appeal,上诉
appreciate,欣赏
aspect,方面
attitude,态度
beat,打
burn,烧伤
chart,图表
compare,比较
deposit,订金
director,导演
equally,同样地
foreign,外国的
gear,齿轮
greatly,大大地
hungry,饥饿的
ideal,理想的
imagine,想象
kitchen,厨房
land,土地
log,日志
lost,丢失的
manage,管理
mother,母亲
necessarily,一定
net,网
party,派对
personality,性格
personally,亲自
practical,实际的
principle,原则
print,打印
psychological,心理
psychology,心理学
raise,增加
rarely,很少
recommendation,推荐
regularly,经常
relative,相对的
response,回复
sale,销售
season,季节
selection,选择
severe,严重
signal,信号
similarly,相似地
sleep,睡觉
smooth,光滑的
somewhere,某处
spirit,精神
storage,贮存
street,街道
suitable,合适的
tree,树
version,版本
wave,海浪
advance,进步
alcohol,酒精
anywhere,任何地方
argument,争论
basically,基本上
belt,腰带
bench,长椅
closed,关闭
closely,密切
commission,委员会
complaint,抱怨
connect,连接
consist,组成
contract,合同
contribute,贡献
copy,复制
dark,黑暗的
differ,不同
double,双倍的
draw,画
drop,降低
effectively,有效地
emphasis,强调
encourage,鼓励
equal,平等的
everybody,大家
expand,扩张
firm,公司
fix,使固定
frequent,经常的
highway,公路
hire,聘请
initially,最初
internal,内部的
join,加入
kill,杀
literally,字面上地
loss,损失
mainly,主要是
membership,会员资格
merely,仅仅
minimum,最低限度
numerous,很多的
path,小路
possession,拥有
preparation,准备
progress,进步
project,项目
prove,证明
react,反应
recognize,认出
relax,放松
replace,代替
sea,海
sensitive,敏感的
sit,坐
south,南
status,地位
steak,牛排
stuff,东西
sufficient,充足的
tap,轻敲
ticket,票
tour,旅游
union,联盟
unusual,异常
win,赢
agreement,协议
angle,角度
attack,攻击
blue,蓝色的
borrow,借
breakfast,早餐
cancer,癌症
claim,宣称
confidence,信心
consistent,持续的
constant,持续的
cultural,文化
currency,货币
daughter,女儿
degree,程度
doctor,医生
dot,点
drag,拖
dream,梦
drink,喝
duty,责任
earn,赚
emphasize,强调
employment,就业
enable,使能够
engineering,工程
entry,入口
essay,散文
existing,现存的
famous,著名的
father,父亲
fee,费用
finance,金融
gently,轻轻地
guess,猜测
hopefully,希望
hour,小时
interaction,相互作用
juice,汁
limit,限制
luck,运气
milk,牛奶
minor,次要的
mixed,混合的
mixture,混合物
mouth,嘴
nor,也不
operate,操作
originally,起初
peace,和平
pipe,管道
please,请
preference,偏爱
previous,以前的
pull,拉
pure,纯的
raw,生的
reflect,反映
region,地区
republic,共和国
roughly,大致
seat,座位
send,发送
significantly,显著地
soft,柔软的
solid,坚硬的
stable,稳定的
storm,风暴
substance,物质
team,团队
tradition,传统
trick,诡计
virus,病毒
wear,穿
weird,诡异的
wonder,想知道
actor,演员
afraid,害怕的
afternoon,下午
amazing,惊人的
annual,年度的
anticipate,预料
assume,认为
bat,蝙蝠
beach,海滩
blank,空白的
busy,忙碌的
catch,抓住
chain,链
classroom,课堂
consideration,考虑
count,数数
cream,奶油
crew,全体人员
dead,死的
delivery,送货
detail,细节
detailed,详细的
device,设备
difficulty,困难
doubt,怀疑
drama,戏剧
election,选举
engage,从事
engine,引擎
enhance,提高
examine,检查
false ,错误的 
feed,喂养
football,足球
forever,永远
gold,金子
guidance,指导
hotel,酒店
impress,留下深刻印象
install,安装
interview,面试
kid,孩子
mark,标记
match,匹配
mission,使命
nobody,没有人
obvious,明显的
ourselves,我们自己
owner,所有者
pain,疼痛
participate,参加
pleasure,乐趣
priority,优先事项
protection,保护
repeat,重复
round,圆形的
score,分数
screw,拧紧
seek,寻找
sex,性别
sharp,锋利的
shop,店铺
shower,淋浴
sing,唱歌
slide,滑动
strip,条
suggestion,建议
suit,套装
tension,紧张
thick,厚的
tone,语气
totally,完全
twice,两次
variation,变化
whereas,然而
window,窗户
wise,明智的
wish,希望
agent,代理人
anxiety,焦虑
atmosphere,气氛
awareness,意识
band,乐队
bath,洗澡
block,堵塞
bone,骨
bread,面包
calendar,日历
candidate,候选人
cap,帽
careful,小心
climate,气候
coat,外套
collect,收集
combine,结合
command,命令
comparison,比较
confusion,困惑
construction,建造
contest,竞赛
corner,角落
court,法庭
cup,杯子
dig,挖
district,区
divide,划分
door,门
east,东方
elevator,电梯
elsewhere,别处
emotion,情感
employee,员工
employer,雇主
equivalent,相等的
everywhere,到处
except,除了
finger,手指
garage,车库
guarantee,保证
guest,客人
hang,悬挂
height,高度
himself,他自己
hole,洞
hook,钩
hunt,打猎
implement,实施
initial,最初的
intend,打算
introduce,介绍
latter,后者
layer,层
leadership,领导
lecture,演讲
lie,说谎
mall,购物中心
manager,经理
manner,方式
march,行进
married,已婚
meeting,会议
mention,提到
narrow,狭窄的
nearby,附近
neither,两者都不
nose,鼻子
obviously,明显地
operation,手术
parking,停車處
partner,伙伴
perfectly,完美
physically,身体上的
profile,轮廓
proud,自豪的
recording,记录
relate,涉及
respect,尊重
rice,米
routine,常规
sample,样本
schedule,日程
settle,定居
smell,闻
somehow,不知何故
spiritual,精神
survey,民意调查
swimming,游泳
telephone,电话
tie,领带
tip,提示
transportation,运输
unhappy,不高兴
wild,荒野
winter,冬天
absolutely,绝对地
acceptable,可以接受
adult,成人
aggressive,挑衅的
airline,航空公司
apart,分开
assure,保证
attract,吸引
bag,包
battle,战斗
bed,床
bill,账单
boring,无聊的
bother,打扰
brief,简短的
cake,蛋糕
charity,慈善事业
code,代码
cousin,表哥
crazy,疯狂的
curve,曲线
designer,设计师
dimension,方面
disaster,灾难
distinct,清楚的
distribute,分发
dress,裙子
ease,舒适
eastern,东
editor,编辑
efficiency,效率
emergency,紧急情况
escape,逃脱
evening,晚上
excitement,激动
expose,暴露
extension,扩大
extent,程度
farm,农场
feedback,反馈
fight,斗争
gap,差距
gather,收集
grade,年级
guitar,吉他
hate,恨
holiday,假期
homework,家庭作业
horror,恐怖
horse,马
host,主持人
husband,丈夫
leader,领导者
loan,贷款
logical,逻辑的
mistake,错误
mom,妈妈
mountain,山
nail,指甲
noise,噪音
none,没有任何
occasion,场合
outcome,结果
overcome,克服
owe,欠
package,包裹
patient,病人
pause,暂停
permission,允许
phrase,短语
presentation,推介会
prior,事先的
promotion,晋升
proof,证明
race,种族
reasonable,合理的
reflection,反射
refrigerator,冰箱
relief,宽慰
repair,维修
resolution,解决
revenue,收入
rough,粗糙的
sad,伤心
sand,沙
scratch,划痕
sentence,句子
session,会议
shoulder,肩膀
sick,生病的
singer,歌手
smoke,抽烟
stomach,胃
strange,奇怪的
strict,严格的
strike,罢工
string,细绳
succeed,成功
successfully,成功地
suddenly,突然
suffer,遭受
surprised,惊讶
tennis,网球
throw,扔
tourist,游客
towel,毛巾
truly,确实
vacation,假期
virtually,几乎
west,西方
wheel,车轮
wine,葡萄酒
acquire,获得
adapt,适应
adjust,调整
administrative,行政
altogether,共
anyway,反正
argue,争论
arise,出现
arm,手臂
aside,放在一边
associate,联系
automatic,自动的
automatically,自动地
basket,篮子
bet,赌注
blow,吹
bonus,奖金
border,边界
branch,分支
breast,胸部
brother,兄弟
buddy,伙伴
bunch,束
cabinet,内阁
childhood,童年
chip,芯片
church,教会
civil,民事的
clothes,衣服
coach,教练
coffee,咖啡
confirm,确认
cross,叉
deeply,深
definitely,确实
deliberately,故意地
dinner,晚餐
document,文档
draft,草稿
drawing,绘画
dust,灰尘
employ,采用
encouraging,鼓励
expert,专家
external,外部的
floor,地面
former,以前的
god,上帝
golf,高尔夫球
habit,习惯
hair,头发
hardly,几乎不
hearing,听力
hurt,伤害
illegal,非法的
incorporate,包含
initiative,倡议
iron,铁
judge,法官
judgment,判断
justify,证明合法
knife,刀
lab,实验室
landscape,景观
laugh,笑
lay,躺着
league,联盟
loud,大声
mail,邮件
massive,大量的
measurement,测量
mess,混乱
mobile,移动的
mode,模式
mud,泥
nasty,可恶的
native,本国的
opening,开幕
orange,橙子
ordinary,普通的
organize,组织
ought,应该
parent,家长
pattern,图案
pin,别针
poetry,诗
police,警察
pool,水池
possess,具有
possibility,可能性
pound,磅
procedure,程序
queen,女王
ratio,比率
readily,容易
relation,关系
relieve,缓解
request,要求
respond,回应
restaurant,餐厅
retain,保持
royal,皇家的
salary,薪水
satisfaction,满意
sector,部门
senior,高级的
shame,耻辱
shelter,庇护所
shoe,鞋
shut,关闭
signature,签名
significance,意义
silver,银
somebody,某人
song,歌曲
southern,南部
split,分裂
strain,拉紧
struggle,斗争
super,极好的
swim,游泳
tackle,处理
tank,坦克
terribly,可怕
tight,紧的
tooth,齿
town,镇
train,火车
trust,相信
unfair,不公平
unfortunately,很遗憾
upper,上
vehicle,车辆
visible,可见的
volume,体积
wash,洗
waste,浪费
wife,妻子
yellow,黄色的
yours,你的
accident,事故
airport,飞机场
alive,活
angry,生气的
appointment,预约
arrival,到达
assist,协助
assumption,假设
bake,烤
bar,酒吧
baseball,棒球
bell,钟
bike,自行车
blame,责备
boy,男生
brick,砖
calculate,计算
chair,椅子
chapter,章
closet,壁橱
clue,线索
collar,衣领
comment,评论
committee,委员会
compete,竞争
concerning,有关
conference,会议
consult,咨询
conversation,对话
convert,转变
crash,碰撞
database,数据库
deliver,递送
dependent,依赖的
desperate,绝望的
devil,魔鬼
diet,饮食
enthusiasm,热情
error,错误
exciting,令人兴奋的
explanation,解释
extend,延长
farmer,农民
fear,害怕
fold,折叠
forth,向前
friendly,友好的
fuel,燃料
funny,有趣的
gate,门
girl,女孩
glove,手套
grab,抓住
gross,总的
hall,大厅
herself,她自己
hide,隐藏
historian,历史学家
hospital,医院
ill,患病的
injury,受伤
instruction,操作说明
investigate,调查
jacket,夹克
lucky,幸运的
lunch,午餐
maintenance,维护
manufacturer,制造商
meal,一顿饭
miss,错过
monitor,监视器
mortgage,抵押
negotiate,谈判
nurse,护士
pace,步伐
panic,恐慌
peak,顶峰
perception,洞察力
permit,允许
pie,馅饼
plane,飞机
poem,诗
presence,在场
proposal,提议
provided,假如
qualify,有资格
quote,引用
realistic,实际的
reception,接待
recover,恢复
replacement,替代品
resolve,解决
retire,退休
revolution,革命
reward,报酬
rid,摆脱
river,河
roll,卷
row,排
sandwich,三明治
shock,震惊
sink,下沉
slip,滑
son,儿子
sorry,对不起
spare,空闲的
speech,演讲
spite,恶意
spray,喷
surprise,惊喜
suspect,怀疑
sweet,甜的
swing,摇摆
tea,茶
till,直到
transition,过渡
twist,捻
ugly,丑陋的
unlikely,不太可能
upstairs,楼上
usual,通常
village,村庄
warning,警告
weekend,周末
weigh,称重
welcome,欢迎
winner,优胜者
worker,工人
writer,作家
yard,院子
abroad,国外
alarm,警报
anxious,焦虑的
arrive,到达
assistance,协助
attach,附
behave,表现
bend,弯曲
bicycle,自行车
bite,咬
blind,瞎的
bottle,瓶子
brave,勇敢的
breath,气息
briefly,简要地
buyer,买方
cable,电缆
calm,冷静的
candle,蜡烛
celebrate,庆祝
chest,胸部
chocolate,巧克力
clerk,职员
cloud,云
comprehensive,综合的
concentrate,集中
concert,音乐会
conclusion,结论
contribution,贡献
convince,说服
cookie,曲奇饼
counter,柜台
courage,勇气
curious,好奇的
dad,爸爸
desk,桌子
dirty,肮脏的
disagree,不同意
downtown,市中心
drawer,抽屉
establish,建立
establishment,设立
estimate,估计
examination,考试
flower,花
garbage,垃圾
grand,盛大
grandfather,祖父
grocery,杂货店
harm,伤害
honest,诚实的
honey,蜂蜜
ignore,忽略
imply,意味着
impression,印象
impressive,感人的
improvement,改进
independence,独立
informal,非正式的
inner,内
insect,昆虫
insist,坚持
inspection,检查
inspector,检查员
king,国王
knee,膝盖
ladder,梯子
lawyer,律师
leather,皮革
load,加载
loose,松动的
male,男性
menu,菜单
mine,矿
mirror,镜子
moreover,而且
neck,脖子
penalty,惩罚
pension,养老金
piano,钢琴
plate,盘子
pleasant,令人愉快的
pleased,高兴
potato,土豆
profession,职业
professor,教授
prompt,迅速的
proposed,建议的
purple,紫色的
pursue,追求
quantity,数量
quiet,安静的
reaction,反应
refuse,拒绝
regret,后悔
remaining,其余的
requirement,要求
reveal,揭示
ruin,废墟
rush,匆忙
salad,沙拉
sexual,性的
shake,摇
shift,转移
shine,闪耀
ship,船
sister,姐姐
skirt,裙子
slice,片
snow,雪
specialist,专家
specify,指定
steal,偷
stroke,中风
strongly,强烈地
suck,吸
sudden,突然的
supermarket,超级市场
surround,环绕
switch,转变
terrible,糟糕的
tired,疲劳的
tongue,舌头
trash,垃圾
tune,调
unable,无法
warn,警告
weak,虚弱的
weakness,弱点
wedding,婚礼
wooden,木制的
worried,担心
yeah,是的
zone,区
accuse,控
admire,钦佩
admit,承认
adopt,采纳
affair,事务
ambition,志向
analyst,分析师
anger,愤怒
announce,宣布
anybody,任何人
apologize,道歉
apple,苹果
approve,批准
asleep,睡着了
assignment,任务
assistant,助手
attend,出席
award,奖
bathroom,浴室
bear,熊
bedroom,卧室
beer,啤酒
belong,属于
bid,出价
birthday,生日
bitter,苦的
boot,启动
brilliant,杰出的
bug,漏洞
camp,营
candy,糖果
carpet,地毯
cat,猫
celebration,庆典
champion,冠军
championship,锦标赛
channel,渠道
cheek,脸颊
client,客户
clock,钟
comfort,舒适
commit,犯罪
confident,自信的
conscious,有意识的
consequence,结果
cow,奶牛
crack,裂缝
criticize,批评
dare,敢
dear,亲爱的
decent,体面的
